"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
340,1 Jan 2024 20:46:57.636,1 Jan 2024 21:01:50.829,893.193
341,2 Jan 2024 11:17:35.794,2 Jan 2024 11:40:54.691,1398.897
342,2 Jan 2024 13:15:27.318,2 Jan 2024 13:44:51.985,1764.667
343,2 Jan 2024 15:16:34.550,2 Jan 2024 15:46:05.667,1771.117
344,2 Jan 2024 17:19:34.822,2 Jan 2024 17:45:57.117,1582.294
345,2 Jan 2024 19:23:42.172,2 Jan 2024 19:44:21.474,1239.302
346,2 Jan 2024 21:30:19.454,2 Jan 2024 21:39:21.867,542.413
347,3 Jan 2024 10:01:37.156,3 Jan 2024 10:15:29.641,832.485
348,3 Jan 2024 11:55:46.284,3 Jan 2024 12:23:23.870,1657.585
349,3 Jan 2024 13:55:18.859,3 Jan 2024 14:25:53.321,1834.462
350,3 Jan 2024 15:57:18.966,3 Jan 2024 16:26:34.702,1755.736
351,3 Jan 2024 18:00:48.882,3 Jan 2024 18:25:56.067,1507.185
352,3 Jan 2024 20:05:37.056,3 Jan 2024 20:23:20.539,1063.483
353,4 Jan 2024 10:37:25.311,4 Jan 2024 11:00:25.583,1380.273
354,4 Jan 2024 12:34:52.443,4 Jan 2024 13:04:53.558,1801.115
355,4 Jan 2024 14:35:34.451,4 Jan 2024 15:06:34.229,1859.778
356,4 Jan 2024 16:38:14.012,4 Jan 2024 17:06:47.877,1713.865
357,4 Jan 2024 18:42:12.122,4 Jan 2024 19:05:29.197,1397.074
358,4 Jan 2024 20:48:30.617,4 Jan 2024 21:01:06.630,756.014
359,5 Jan 2024 09:21:55.615,5 Jan 2024 09:34:10.295,734.679
360,5 Jan 2024 11:15:25.987,5 Jan 2024 11:42:51.862,1645.875
361,5 Jan 2024 13:14:32.527,5 Jan 2024 13:45:51.380,1878.853
362,5 Jan 2024 15:16:06.217,5 Jan 2024 15:46:59.358,1853.141
363,5 Jan 2024 17:19:16.476,5 Jan 2024 17:46:41.817,1645.341
364,5 Jan 2024 19:23:55.140,5 Jan 2024 19:44:25.013,1229.873
365,6 Jan 2024 09:57:21.401,6 Jan 2024 10:19:17.190,1315.789
366,6 Jan 2024 11:54:21.416,6 Jan 2024 12:24:18.734,1797.318
367,6 Jan 2024 13:54:35.590,6 Jan 2024 14:26:29.208,1913.618
368,6 Jan 2024 15:56:48.375,6 Jan 2024 16:27:08.565,1820.190
369,6 Jan 2024 18:00:28.062,6 Jan 2024 18:26:10.144,1542.082
370,6 Jan 2024 20:06:27.780,6 Jan 2024 20:22:17.635,949.854
371,7 Jan 2024 08:42:39.771,7 Jan 2024 08:51:55.090,555.318
372,7 Jan 2024 10:35:10.313,7 Jan 2024 11:01:42.922,1592.609
373,7 Jan 2024 12:33:49.786,7 Jan 2024 13:05:14.041,1884.255
374,7 Jan 2024 14:34:54.131,7 Jan 2024 15:06:51.405,1917.274
375,7 Jan 2024 16:37:37.983,7 Jan 2024 17:06:58.331,1760.348
376,7 Jan 2024 18:41:58.374,7 Jan 2024 19:05:02.503,1384.129
377,7 Jan 2024 20:52:47.015,7 Jan 2024 20:56:19.767,212.752
378,8 Jan 2024 09:17:23.651,8 Jan 2024 09:37:32.068,1208.417
379,8 Jan 2024 11:13:54.551,8 Jan 2024 11:43:08.010,1753.459
380,8 Jan 2024 13:13:40.234,8 Jan 2024 13:45:49.642,1929.408
381,8 Jan 2024 15:15:22.742,8 Jan 2024 15:46:57.546,1894.804
382,8 Jan 2024 17:18:36.737,8 Jan 2024 17:46:22.469,1665.733
383,8 Jan 2024 19:24:12.875,8 Jan 2024 19:42:57.572,1124.697
384,9 Jan 2024 08:04:45.977,9 Jan 2024 08:07:51.836,185.859
385,9 Jan 2024 09:54:58.688,9 Jan 2024 10:19:59.367,1500.678
386,9 Jan 2024 11:53:11.259,9 Jan 2024 12:24:01.474,1850.216
387,9 Jan 2024 13:53:45.505,9 Jan 2024 14:26:09.715,1944.210
388,9 Jan 2024 15:55:58.807,9 Jan 2024 16:26:43.959,1845.152
389,9 Jan 2024 17:59:53.564,9 Jan 2024 18:25:11.398,1517.835
390,9 Jan 2024 20:08:45.678,9 Jan 2024 20:18:31.207,585.529
391,10 Jan 2024 08:37:31.932,10 Jan 2024 08:55:13.910,1061.978
392,10 Jan 2024 10:33:31.407,10 Jan 2024 11:01:23.280,1671.872
393,10 Jan 2024 12:32:49.389,10 Jan 2024 13:04:35.409,1906.021
394,10 Jan 2024 14:34:00.497,10 Jan 2024 15:06:13.588,1933.092
395,10 Jan 2024 16:36:44.063,10 Jan 2024 17:06:04.525,1760.462
396,10 Jan 2024 18:41:51.087,10 Jan 2024 19:03:06.691,1275.604
397,11 Jan 2024 09:14:50.241,11 Jan 2024 09:37:45.119,1374.879
398,11 Jan 2024 11:12:36.717,11 Jan 2024 11:42:15.120,1778.403
399,11 Jan 2024 13:12:41.759,11 Jan 2024 13:44:53.904,1932.145
400,11 Jan 2024 15:14:22.885,11 Jan 2024 15:45:57.373,1894.488
401,11 Jan 2024 17:17:46.959,11 Jan 2024 17:44:50.184,1623.225
402,11 Jan 2024 19:25:38.939,11 Jan 2024 19:39:08.697,809.758
403,12 Jan 2024 07:57:47.073,12 Jan 2024 08:12:26.762,879.690
404,12 Jan 2024 09:53:11.048,12 Jan 2024 10:19:08.053,1557.004
405,12 Jan 2024 11:52:03.052,12 Jan 2024 12:22:47.504,1844.452
406,12 Jan 2024 13:52:43.505,12 Jan 2024 14:24:56.056,1932.551
407,12 Jan 2024 15:54:54.511,12 Jan 2024 16:25:14.928,1820.417
408,12 Jan 2024 17:59:28.195,12 Jan 2024 18:22:44.373,1396.178
409,13 Jan 2024 08:34:43.939,13 Jan 2024 08:55:05.556,1221.617
410,13 Jan 2024 10:32:05.275,13 Jan 2024 10:59:57.963,1672.688
411,13 Jan 2024 12:31:43.153,13 Jan 2024 13:03:04.546,1881.393
412,13 Jan 2024 14:32:52.558,13 Jan 2024 15:04:37.725,1905.167
413,13 Jan 2024 16:35:43.497,13 Jan 2024 17:03:57.481,1693.985
414,13 Jan 2024 18:42:45.415,13 Jan 2024 18:58:59.220,973.804
415,14 Jan 2024 07:18:12.776,14 Jan 2024 07:29:12.502,659.726
416,14 Jan 2024 09:12:52.158,14 Jan 2024 09:36:27.438,1415.280
417,14 Jan 2024 11:11:20.433,14 Jan 2024 11:40:28.361,1747.928
418,14 Jan 2024 13:11:32.315,14 Jan 2024 13:43:05.140,1892.825
419,14 Jan 2024 15:13:10.884,14 Jan 2024 15:43:52.648,1841.764
420,14 Jan 2024 17:17:09.213,14 Jan 2024 17:41:49.627,1480.414
421,15 Jan 2024 07:54:38.727,15 Jan 2024 08:12:06.900,1048.173
422,15 Jan 2024 09:51:35.558,15 Jan 2024 10:17:14.618,1539.061
423,15 Jan 2024 11:50:49.028,15 Jan 2024 12:20:43.529,1794.500
424,15 Jan 2024 13:51:28.698,15 Jan 2024 14:22:44.870,1876.172
425,15 Jan 2024 15:53:46.419,15 Jan 2024 16:22:32.146,1725.727
426,15 Jan 2024 18:00:02.615,15 Jan 2024 18:18:09.829,1087.214
427,16 Jan 2024 06:39:06.080,16 Jan 2024 06:45:19.326,373.246
428,16 Jan 2024 08:32:33.162,16 Jan 2024 08:53:27.769,1254.606
429,16 Jan 2024 10:30:40.165,16 Jan 2024 10:57:42.022,1621.857
430,16 Jan 2024 12:30:26.445,16 Jan 2024 13:00:42.217,1815.772
431,16 Jan 2024 14:31:34.416,16 Jan 2024 15:01:57.249,1822.833
432,16 Jan 2024 16:34:57.698,16 Jan 2024 17:00:21.425,1523.727
433,17 Jan 2024 07:14:33.781,17 Jan 2024 07:28:55.193,861.411
434,17 Jan 2024 09:11:05.855,17 Jan 2024 09:34:11.119,1385.264
435,17 Jan 2024 11:09:58.084,17 Jan 2024 11:37:54.306,1676.223
436,17 Jan 2024 13:10:11.032,17 Jan 2024 13:40:19.730,1808.697
437,17 Jan 2024 15:11:57.362,17 Jan 2024 15:40:33.525,1716.163
438,17 Jan 2024 17:17:31.970,17 Jan 2024 17:36:42.196,1150.225
439,18 Jan 2024 07:52:12.271,18 Jan 2024 08:10:15.962,1083.691
440,18 Jan 2024 09:50:00.514,18 Jan 2024 10:14:34.100,1473.586
441,18 Jan 2024 11:49:24.689,18 Jan 2024 12:17:50.175,1705.486
442,18 Jan 2024 13:50:05.107,18 Jan 2024 14:19:29.285,1764.178
443,18 Jan 2024 15:52:55.667,18 Jan 2024 16:18:19.039,1523.372
444,19 Jan 2024 06:34:28.951,19 Jan 2024 06:45:34.875,665.924
445,19 Jan 2024 08:30:34.194,19 Jan 2024 08:50:54.419,1220.225
446,19 Jan 2024 10:29:08.610,19 Jan 2024 10:54:42.002,1533.392
447,19 Jan 2024 12:28:58.510,19 Jan 2024 12:57:24.684,1706.173
448,19 Jan 2024 14:30:16.669,19 Jan 2024 14:58:01.860,1665.191
449,19 Jan 2024 16:35:15.094,19 Jan 2024 16:54:36.490,1161.395
450,20 Jan 2024 07:11:47.482,20 Jan 2024 07:26:58.573,911.092
451,20 Jan 2024 09:09:19.486,20 Jan 2024 09:31:11.367,1311.881
452,20 Jan 2024 11:08:25.407,20 Jan 2024 11:34:33.629,1568.221
453,20 Jan 2024 13:08:42.114,20 Jan 2024 13:36:30.673,1668.559
454,20 Jan 2024 15:11:03.897,20 Jan 2024 15:35:42.424,1478.527
455,21 Jan 2024 05:54:26.320,21 Jan 2024 06:02:06.390,460.069
456,21 Jan 2024 07:49:58.334,21 Jan 2024 08:07:31.502,1053.167
457,21 Jan 2024 09:48:18.618,21 Jan 2024 10:11:13.091,1374.473
458,21 Jan 2024 11:47:49.600,21 Jan 2024 12:14:03.820,1574.220
459,21 Jan 2024 13:48:43.774,21 Jan 2024 14:14:58.631,1574.856
460,21 Jan 2024 15:53:13.213,21 Jan 2024 16:11:52.516,1119.303
461,22 Jan 2024 06:31:16.380,22 Jan 2024 06:43:41.021,744.641
462,22 Jan 2024 08:28:34.786,22 Jan 2024 08:47:40.949,1146.163
463,22 Jan 2024 10:27:26.648,22 Jan 2024 10:50:58.664,1412.016
464,22 Jan 2024 12:27:24.049,22 Jan 2024 12:53:04.981,1540.932
465,22 Jan 2024 14:29:22.279,22 Jan 2024 14:52:32.582,1390.303
466,23 Jan 2024 05:14:40.641,23 Jan 2024 05:18:15.135,214.494
467,23 Jan 2024 07:09:15.548,23 Jan 2024 07:24:08.556,893.008
468,23 Jan 2024 09:07:25.833,23 Jan 2024 09:27:34.692,1208.860
469,23 Jan 2024 11:06:42.400,23 Jan 2024 11:30:22.787,1420.386
470,23 Jan 2024 13:07:17.552,23 Jan 2024 13:31:26.864,1449.312
471,23 Jan 2024 15:11:27.510,23 Jan 2024 15:28:30.076,1022.566
472,24 Jan 2024 05:50:35.621,24 Jan 2024 06:00:27.437,591.816
473,24 Jan 2024 07:47:43.701,24 Jan 2024 08:04:09.410,985.710
474,24 Jan 2024 09:46:26.166,24 Jan 2024 10:07:12.262,1246.096
475,24 Jan 2024 11:46:09.160,24 Jan 2024 12:09:17.375,1388.214
476,24 Jan 2024 13:47:50.295,24 Jan 2024 14:08:51.754,1261.458
477,25 Jan 2024 06:28:22.273,25 Jan 2024 06:40:50.515,748.242
478,25 Jan 2024 08:26:27.596,25 Jan 2024 08:43:53.623,1046.027
479,25 Jan 2024 10:25:34.782,25 Jan 2024 10:46:28.321,1253.539
480,25 Jan 2024 12:25:56.573,25 Jan 2024 12:47:31.126,1294.553
481,25 Jan 2024 14:30:00.468,25 Jan 2024 14:44:28.345,867.877
482,26 Jan 2024 05:09:39.744,26 Jan 2024 05:17:21.686,461.942
483,26 Jan 2024 07:06:42.818,26 Jan 2024 07:20:42.151,839.334
484,26 Jan 2024 09:05:21.424,26 Jan 2024 09:23:21.378,1079.954
485,26 Jan 2024 11:04:55.510,26 Jan 2024 11:25:14.212,1218.702
486,26 Jan 2024 13:06:27.525,26 Jan 2024 13:24:43.280,1095.756
487,27 Jan 2024 05:47:13.530,27 Jan 2024 05:57:41.425,627.895
488,27 Jan 2024 07:45:20.703,27 Jan 2024 08:00:15.675,894.971
489,27 Jan 2024 09:44:24.352,27 Jan 2024 10:02:27.366,1083.014
490,27 Jan 2024 11:44:39.408,27 Jan 2024 12:03:17.084,1117.677
491,27 Jan 2024 13:49:00.177,27 Jan 2024 13:59:42.049,641.872
492,28 Jan 2024 04:28:18.847,28 Jan 2024 04:34:30.053,371.206
493,28 Jan 2024 06:25:27.670,28 Jan 2024 06:37:23.389,715.720
494,28 Jan 2024 08:24:09.414,28 Jan 2024 08:39:32.143,922.729
495,28 Jan 2024 10:23:41.039,28 Jan 2024 10:41:02.204,1041.164
496,28 Jan 2024 12:25:14.592,28 Jan 2024 12:40:10.668,896.076
497,29 Jan 2024 05:05:42.221,29 Jan 2024 05:14:45.327,543.106
498,29 Jan 2024 07:04:01.040,29 Jan 2024 07:16:45.389,764.350
499,29 Jan 2024 09:03:08.395,29 Jan 2024 09:18:26.217,917.822
500,29 Jan 2024 11:03:24.939,29 Jan 2024 11:18:50.585,925.647
501,29 Jan 2024 13:09:16.829,29 Jan 2024 13:13:25.087,248.258
502,30 Jan 2024 03:46:17.981,30 Jan 2024 03:52:02.482,344.501
503,30 Jan 2024 05:43:52.223,30 Jan 2024 05:54:16.683,624.460
504,30 Jan 2024 07:42:46.360,30 Jan 2024 07:55:49.418,783.058
505,30 Jan 2024 09:42:23.575,30 Jan 2024 09:56:47.444,863.869
506,30 Jan 2024 11:44:15.590,30 Jan 2024 11:55:14.602,659.012
507,31 Jan 2024 04:23:39.650,31 Jan 2024 04:32:06.276,506.626
508,31 Jan 2024 06:22:23.143,31 Jan 2024 06:33:26.408,663.265
509,31 Jan 2024 08:21:43.512,31 Jan 2024 08:34:29.957,766.445
510,31 Jan 2024 10:22:12.860,31 Jan 2024 10:34:16.113,723.253
511,1 Feb 2024 03:03:28.513,1 Feb 2024 03:10:01.867,393.354
512,1 Feb 2024 05:01:49.104,1 Feb 2024 05:11:25.193,576.088
513,1 Feb 2024 07:01:07.167,1 Feb 2024 07:12:17.100,669.933
514,1 Feb 2024 09:01:00.560,1 Feb 2024 09:12:34.675,694.115
515,1 Feb 2024 11:03:52.128,1 Feb 2024 11:09:37.852,345.724
516,2 Feb 2024 01:43:56.753,2 Feb 2024 01:47:16.903,200.150
517,2 Feb 2024 03:40:59.099,2 Feb 2024 03:49:45.406,526.307
518,2 Feb 2024 05:40:20.088,2 Feb 2024 05:50:21.864,601.775
519,2 Feb 2024 07:40:05.009,2 Feb 2024 07:50:42.666,637.657
520,2 Feb 2024 09:41:05.132,2 Feb 2024 09:49:34.297,509.166
521,3 Feb 2024 02:19:57.118,3 Feb 2024 02:28:15.786,498.668
522,3 Feb 2024 04:19:11.665,3 Feb 2024 04:28:50.160,578.495
523,3 Feb 2024 06:19:05.029,3 Feb 2024 06:28:58.678,593.649
524,3 Feb 2024 08:19:28.477,3 Feb 2024 08:28:27.324,538.847
525,4 Feb 2024 00:59:01.052,4 Feb 2024 01:06:31.520,450.469
526,4 Feb 2024 02:57:39.738,4 Feb 2024 03:07:37.736,597.998
527,4 Feb 2024 04:57:44.869,4 Feb 2024 05:07:33.581,588.712
528,4 Feb 2024 06:58:05.989,4 Feb 2024 07:07:08.380,542.391
529,4 Feb 2024 09:00:15.365,4 Feb 2024 09:04:31.867,256.502
530,4 Feb 2024 23:39:09.375,4 Feb 2024 23:43:28.250,258.874
531,5 Feb 2024 01:35:52.691,5 Feb 2024 01:46:30.304,637.612
532,5 Feb 2024 03:35:57.055,5 Feb 2024 03:46:28.542,631.487
533,5 Feb 2024 05:36:32.201,5 Feb 2024 05:45:56.940,564.740
534,5 Feb 2024 07:37:41.178,5 Feb 2024 07:44:29.097,407.919
535,6 Feb 2024 00:14:08.023,6 Feb 2024 00:25:06.343,658.321
536,6 Feb 2024 02:13:44.868,6 Feb 2024 02:25:34.605,709.737
537,6 Feb 2024 04:14:33.272,6 Feb 2024 04:24:59.842,626.571
538,6 Feb 2024 06:15:37.227,6 Feb 2024 06:23:51.632,494.405
539,6 Feb 2024 22:52:57.554,6 Feb 2024 23:02:51.538,593.984
540,7 Feb 2024 00:51:19.942,7 Feb 2024 01:04:37.023,797.082
541,7 Feb 2024 02:52:06.441,7 Feb 2024 03:04:13.523,727.082
542,7 Feb 2024 04:53:23.013,7 Feb 2024 05:03:11.659,588.646
543,7 Feb 2024 06:55:26.209,7 Feb 2024 07:00:47.992,321.783
544,7 Feb 2024 21:34:43.694,7 Feb 2024 21:37:20.219,156.525
545,7 Feb 2024 23:29:00.341,7 Feb 2024 23:43:17.531,857.190
546,8 Feb 2024 01:29:18.234,8 Feb 2024 01:43:28.114,849.880
547,8 Feb 2024 03:30:45.196,8 Feb 2024 03:42:34.839,709.643
548,8 Feb 2024 05:32:30.435,8 Feb 2024 05:40:54.841,504.406
549,8 Feb 2024 22:07:13.900,8 Feb 2024 22:21:09.203,835.303
550,9 Feb 2024 00:06:22.053,9 Feb 2024 00:22:31.064,969.011
551,9 Feb 2024 02:07:42.641,9 Feb 2024 02:21:57.636,854.994
552,9 Feb 2024 04:09:36.350,9 Feb 2024 04:20:37.813,661.462
553,9 Feb 2024 06:12:24.454,9 Feb 2024 06:17:37.328,312.874
554,9 Feb 2024 20:47:04.709,9 Feb 2024 20:57:06.377,601.668
555,9 Feb 2024 22:43:37.352,9 Feb 2024 23:01:06.829,1049.477
556,10 Feb 2024 00:44:23.389,10 Feb 2024 01:01:12.419,1009.031
557,10 Feb 2024 02:46:22.926,10 Feb 2024 03:00:11.175,828.249
558,10 Feb 2024 04:48:43.419,10 Feb 2024 04:58:13.922,570.503
559,10 Feb 2024 21:21:31.373,10 Feb 2024 21:38:51.632,1040.259
560,10 Feb 2024 23:21:03.042,10 Feb 2024 23:40:09.003,1145.961
561,11 Feb 2024 01:22:48.911,11 Feb 2024 01:39:34.726,1005.815
562,11 Feb 2024 03:25:14.426,11 Feb 2024 03:38:07.659,773.233
563,11 Feb 2024 05:28:29.869,11 Feb 2024 05:34:56.722,386.853
564,11 Feb 2024 20:00:55.641,11 Feb 2024 20:14:52.445,836.805
565,11 Feb 2024 21:58:02.866,11 Feb 2024 22:18:33.467,1230.601
566,11 Feb 2024 23:59:04.666,12 Feb 2024 00:18:43.199,1178.533
567,12 Feb 2024 02:01:29.503,12 Feb 2024 02:17:42.285,972.782
568,12 Feb 2024 04:04:19.429,12 Feb 2024 04:15:39.717,680.289
569,12 Feb 2024 20:35:49.765,12 Feb 2024 20:56:03.292,1213.527
570,12 Feb 2024 22:35:28.501,12 Feb 2024 22:57:27.939,1319.439
571,13 Feb 2024 00:37:29.374,13 Feb 2024 00:57:00.018,1170.644
572,13 Feb 2024 02:40:20.393,13 Feb 2024 02:55:33.926,913.533
573,13 Feb 2024 04:43:54.628,13 Feb 2024 04:52:27.764,513.137
574,13 Feb 2024 19:15:09.975,13 Feb 2024 19:31:48.986,999.011
575,13 Feb 2024 21:12:22.737,13 Feb 2024 21:35:35.795,1393.057
576,13 Feb 2024 23:13:27.815,13 Feb 2024 23:35:56.961,1349.147
577,14 Feb 2024 01:16:08.758,14 Feb 2024 01:35:02.984,1134.226
578,14 Feb 2024 03:19:22.666,14 Feb 2024 03:33:03.365,820.699
579,14 Feb 2024 19:50:13.009,14 Feb 2024 20:12:44.395,1351.386
580,14 Feb 2024 21:49:45.182,14 Feb 2024 22:14:25.203,1480.021
581,14 Feb 2024 23:51:49.578,15 Feb 2024 00:14:09.709,1340.131
582,15 Feb 2024 01:54:57.915,15 Feb 2024 02:12:50.928,1073.012
583,15 Feb 2024 03:58:48.038,15 Feb 2024 04:09:55.999,667.961
584,15 Feb 2024 18:29:42.530,15 Feb 2024 18:48:04.124,1101.594
585,15 Feb 2024 20:26:43.242,15 Feb 2024 20:52:11.769,1528.527
586,15 Feb 2024 22:27:39.772,15 Feb 2024 22:52:50.674,1510.902
587,16 Feb 2024 00:30:25.894,16 Feb 2024 00:52:09.223,1303.329
588,16 Feb 2024 02:33:56.912,16 Feb 2024 02:50:18.398,981.486
589,16 Feb 2024 04:39:29.089,16 Feb 2024 04:45:19.672,350.584
590,16 Feb 2024 19:04:45.293,16 Feb 2024 19:28:53.818,1448.525
591,16 Feb 2024 21:04:00.028,16 Feb 2024 21:30:58.197,1618.169
592,16 Feb 2024 23:05:56.364,16 Feb 2024 23:31:00.555,1504.192
593,17 Feb 2024 01:09:11.780,17 Feb 2024 01:29:54.338,1242.558
594,17 Feb 2024 03:13:14.204,17 Feb 2024 03:27:14.006,839.803
595,17 Feb 2024 17:44:33.423,17 Feb 2024 18:03:39.289,1145.866
596,17 Feb 2024 19:41:09.822,17 Feb 2024 20:08:19.209,1629.387
597,17 Feb 2024 21:41:47.792,17 Feb 2024 22:09:21.490,1653.698
598,17 Feb 2024 23:44:27.509,18 Feb 2024 00:08:57.600,1470.090
599,18 Feb 2024 01:48:06.543,18 Feb 2024 02:07:20.213,1153.671
600,18 Feb 2024 03:53:19.655,18 Feb 2024 04:03:08.429,588.774
601,18 Feb 2024 18:19:29.788,18 Feb 2024 18:44:30.038,1500.250
602,18 Feb 2024 20:18:19.085,18 Feb 2024 20:47:04.393,1725.307
603,18 Feb 2024 22:19:57.131,18 Feb 2024 22:47:29.586,1652.455
604,19 Feb 2024 00:23:08.229,19 Feb 2024 00:46:40.631,1412.403
605,19 Feb 2024 02:27:16.452,19 Feb 2024 02:44:17.533,1021.081
606,19 Feb 2024 16:59:43.558,19 Feb 2024 17:18:34.011,1130.452
607,19 Feb 2024 18:55:46.412,19 Feb 2024 19:23:56.028,1689.616
608,19 Feb 2024 20:55:58.369,19 Feb 2024 21:25:26.721,1768.352
609,19 Feb 2024 22:58:21.010,19 Feb 2024 23:25:25.036,1624.026
610,20 Feb 2024 01:01:57.278,20 Feb 2024 01:24:05.244,1327.966
611,20 Feb 2024 03:07:01.980,20 Feb 2024 03:20:26.368,804.388
612,20 Feb 2024 17:34:28.247,20 Feb 2024 17:59:31.694,1503.446
613,20 Feb 2024 19:32:46.801,20 Feb 2024 20:02:41.425,1794.624
614,20 Feb 2024 21:33:58.764,20 Feb 2024 22:03:33.975,1775.211
615,20 Feb 2024 23:36:54.527,21 Feb 2024 00:03:06.675,1572.148
616,21 Feb 2024 01:40:59.434,21 Feb 2024 02:01:03.466,1204.031
617,21 Feb 2024 03:49:00.925,21 Feb 2024 03:54:13.572,312.646
618,21 Feb 2024 16:15:14.097,21 Feb 2024 16:32:47.198,1053.101
619,21 Feb 2024 18:10:35.187,21 Feb 2024 18:39:00.481,1705.294
620,21 Feb 2024 20:10:16.456,21 Feb 2024 20:41:03.815,1847.359
621,21 Feb 2024 22:12:13.582,21 Feb 2024 22:41:28.642,1755.059
622,22 Feb 2024 00:15:36.098,22 Feb 2024 00:40:30.364,1494.266
623,22 Feb 2024 02:20:30.190,22 Feb 2024 02:37:20.254,1010.064
624,22 Feb 2024 16:49:41.186,22 Feb 2024 17:13:58.066,1456.880
625,22 Feb 2024 18:47:25.759,22 Feb 2024 19:17:47.301,1821.542
626,22 Feb 2024 20:48:06.726,22 Feb 2024 21:19:11.061,1864.336
627,22 Feb 2024 22:50:38.050,22 Feb 2024 23:19:09.523,1711.473
628,23 Feb 2024 00:54:29.439,23 Feb 2024 01:17:29.038,1379.598
629,23 Feb 2024 03:01:18.804,23 Feb 2024 03:12:11.084,652.279
630,23 Feb 2024 15:31:07.549,23 Feb 2024 15:46:16.929,909.380
631,23 Feb 2024 17:25:36.740,23 Feb 2024 17:53:31.606,1674.867
632,23 Feb 2024 19:24:45.105,23 Feb 2024 19:56:10.571,1885.465
633,23 Feb 2024 21:26:11.168,23 Feb 2024 21:57:05.650,1854.483
634,23 Feb 2024 23:29:10.410,23 Feb 2024 23:56:32.653,1642.243
635,24 Feb 2024 01:33:47.002,24 Feb 2024 01:53:50.523,1203.521
636,24 Feb 2024 16:05:08.269,24 Feb 2024 16:27:49.533,1361.264
637,24 Feb 2024 18:02:16.817,24 Feb 2024 18:32:20.776,1803.959
638,24 Feb 2024 20:02:24.574,24 Feb 2024 20:34:18.467,1913.893
639,24 Feb 2024 22:04:25.186,24 Feb 2024 22:34:46.356,1821.170
640,25 Feb 2024 00:07:53.611,25 Feb 2024 00:33:31.585,1537.974
641,25 Feb 2024 02:14:02.540,25 Feb 2024 02:29:05.689,903.148
642,25 Feb 2024 14:47:32.178,25 Feb 2024 14:58:56.834,684.656
643,25 Feb 2024 16:40:50.488,25 Feb 2024 17:07:29.680,1599.192
644,25 Feb 2024 18:39:25.497,25 Feb 2024 19:10:45.470,1879.973
645,25 Feb 2024 20:40:17.888,25 Feb 2024 21:12:13.545,1915.657
646,25 Feb 2024 22:42:46.932,25 Feb 2024 23:12:09.324,1762.392
647,26 Feb 2024 00:46:58.082,26 Feb 2024 01:09:55.935,1377.853
648,26 Feb 2024 15:20:48.929,26 Feb 2024 15:41:07.870,1218.941
649,26 Feb 2024 17:17:19.453,26 Feb 2024 17:46:21.788,1742.335
650,26 Feb 2024 19:16:53.926,26 Feb 2024 19:48:54.417,1920.492
651,26 Feb 2024 21:18:20.602,26 Feb 2024 21:49:54.589,1893.987
652,26 Feb 2024 23:21:18.830,26 Feb 2024 23:49:08.474,1669.644
653,27 Feb 2024 01:26:49.920,27 Feb 2024 01:45:23.986,1114.065
654,27 Feb 2024 14:05:17.586,27 Feb 2024 14:10:00.949,283.363
655,27 Feb 2024 15:56:15.103,27 Feb 2024 16:20:56.680,1481.577
656,27 Feb 2024 17:54:17.343,27 Feb 2024 18:24:48.086,1830.743
657,27 Feb 2024 19:54:35.856,27 Feb 2024 20:26:50.349,1934.493
658,27 Feb 2024 21:56:30.850,27 Feb 2024 22:27:17.744,1846.895
659,28 Feb 2024 00:00:09.872,28 Feb 2024 00:25:34.611,1524.739
660,28 Feb 2024 02:09:07.655,28 Feb 2024 02:18:26.759,559.104
661,28 Feb 2024 14:36:43.217,28 Feb 2024 14:53:55.838,1032.620
662,28 Feb 2024 16:32:32.231,28 Feb 2024 16:59:51.980,1639.749
663,28 Feb 2024 18:31:34.783,28 Feb 2024 19:02:58.133,1883.350
664,28 Feb 2024 20:32:26.945,28 Feb 2024 21:04:32.061,1925.115
665,28 Feb 2024 22:34:50.685,28 Feb 2024 23:04:17.169,1766.483
666,29 Feb 2024 00:39:41.609,29 Feb 2024 01:01:10.206,1288.597
667,29 Feb 2024 15:11:48.914,29 Feb 2024 15:33:56.464,1327.550
668,29 Feb 2024 17:09:19.266,29 Feb 2024 17:38:19.620,1740.354
669,29 Feb 2024 19:09:05.437,29 Feb 2024 19:40:54.971,1909.534
670,29 Feb 2024 21:10:25.345,29 Feb 2024 21:41:55.666,1890.321
671,29 Feb 2024 23:13:28.052,29 Feb 2024 23:40:44.437,1636.384
672,1 Mar 2024 01:20:57.799,1 Mar 2024 01:35:00.549,842.750
673,1 Mar 2024 13:52:53.671,1 Mar 2024 14:06:15.240,801.569
674,1 Mar 2024 15:47:53.127,1 Mar 2024 16:12:54.990,1501.863
675,1 Mar 2024 17:46:25.937,1 Mar 2024 18:16:30.360,1804.424
676,1 Mar 2024 19:46:45.011,1 Mar 2024 20:18:37.415,1912.404
677,1 Mar 2024 21:48:32.846,1 Mar 2024 22:18:55.419,1822.573
678,1 Mar 2024 23:52:41.504,2 Mar 2024 00:16:24.559,1423.055
679,2 Mar 2024 14:27:30.300,2 Mar 2024 14:46:34.413,1144.113
680,2 Mar 2024 16:24:29.175,2 Mar 2024 16:51:23.261,1614.086
681,2 Mar 2024 18:23:45.650,2 Mar 2024 18:54:27.683,1842.034
682,2 Mar 2024 20:24:31.648,2 Mar 2024 20:56:01.527,1889.880
